long,lat,sensor_name,Postcode,Address,UK-AIR ID,EU Site ID,EMEP Site ID,Environment Type,Zone,Start Date,End Date,Latitude,Longitude,Northing,Easting,Altitude (m),Networks,AURN Pollutants Measured,Site Description
-1.810777,52.52368000000001,Birmingham Tyburn [AQ],B,"41 Marshbrook Rd, Birmingham B24 0NJ, UK",UKA00479,GB0851A,,Background Urban,West Midlands Urban Area,16/08/2004,06/06/2017,52.511722,-1.830583,290439.26,411594.86,93.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network; PAH Andersen; PAH Digitel (solid phase); Particulates; UK Black Carbon Network,,"The monitoring station is within a self-contained, air-conditioned housing located within the car park of council owned offices. The nearest road (other than car park access road) is approximately 60 metres north of the station, the A38 Tyburn Road . The site is located approximately 600 metres to the north of the M6 motorway."
-2.4484278,53.7475194,Blackburn Accrington Road [AQ],BB,"220 Accrington Rd, Blackburn BB1 2AH, UK",UKA00590,GB1032A,,Traffic Urban,North West & Merseyside,12/05/2014,,53.747751,-2.4527240000000003,428026.15,370241.78,142.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained air conditioned mobile unit along the road side of A679 -Accrington road, in the western outskirts of Blackburn's city centre. The surrounding area comprises residential houses, in an urban environment. The M65 motorway lies 1.5 km to the east."
-2.9970544,53.8069674,Blackpool Marton [AQ],FY,"Unnamed Road, Blackpool FY4 4XN, UK",UKA00488,GB0882A,,Background Urban,Blackpool Urban Area,14/06/2005,12/07/2019,53.80489,-3.007175,434758.92,333768.44,16.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located on school grounds next to playing fields with some nearby residential properties. The station is located approximately 40 metres from the closest road, which is a residential access road. The site is located 260 metres from a major road (A583 Preston New Road)."
-0.2694338,51.6616566,Borehamwood Meadow Park [AQ],WD,"Meadow Park, Meadow Rd, Borehamwood WD6 1TL, UK",UKA00644,GB1086A,,Background Urban,Eastern,01/10/2017,,51.661229,-0.270671,197243.0,519709.0,85.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Located near a bowling club in a residential part of Borehamwood, Hertfordshire. Surrounded by residential areas and parkland. The nearest road is 137m from the site."
-1.880769,50.719164,Bournemouth [AQ],BH,"Exeter Road (Stand LL), Bournemouth BH2 5AN, UK",UKA00429,GB0741A,,Background Urban,Bournemouth Urban Area,05/03/2001,31/10/2017,50.73957,-1.826744,93343.15,412321.91,30.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self contained air conditioned mobile unit within the grounds of Porchester School. The nearest main road is the A338 Wessex Way approximately 770m from the site. The nearest residential road, Shepherds Way, is 48m from the site."
-1.7567357,53.7704275,Bradford Mayo Avenue [AQ],BD,"Mayo Avenue Mayo Rd, Bradford BD5 8HP, UK",UKA00611,GB1053A,,Traffic Urban,West Yorkshire Urban Area,24/04/2015,,53.77124499999999,-1.7597740000000002,430571.56,415930.92,187.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Roadside monitoring station in front of houses on the A6177, Mayo Avenue, which forms part of Bradfordâ€™s ring road."
-0.14600020000000002,50.8398169,Brighton Preston Park [AQ],BN,"Preston Park Clock Tower, The Ride, Brighton BN1 6HL, UK",UKA00483,GB0860A,,Background Urban,Brighton/Worthing/Littlehampton,03/11/2004,28/05/2019,50.840835999999996,-0.147572,106224.6,530523.94,10.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located inside the Pavilion Building within Preston Park. The nearest road is London Road (A23), which is approximately 190m from the monitoring station. The manifold inlet is located on the roof of the pavilion building. The surrounding area is open urban parkland and comprises of public playing fields and recreational areas with a few mature trees within 5-10 metres of the monitoring station."
-2.5781110000000003,51.464381,Bristol St Paul's [AQ],BS,"40 Thomas St, Bristol BS2 9LL, UK",UKA00494,GB0884A,,Background Urban,Bristol Urban Area,15/06/2006,26/06/2019,51.462839,-2.584482,173925.03,359492.1,15.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located within a self contained, air conditioned unit within the car park of a day nursery. The monitoring station is approximately 30 metres south east of Wilder Street, a lightly trafficked urban back street. The surrounding area is primarily residential, with some commercial premises in the immediate vicinity. "
-2.5836967,51.4549518,Bristol Temple Way [AQ],BS,"Temple Way, Bristol BS2, UK",UKA00631,GB1072A,,Traffic Urban,Bristol Urban Area,01/04/2017,,51.457968,-2.583975,173383.0,359523.0,13.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Roadside monitoring station beside multi-lane section of the A4044 (Temple Way), a major route in and out of Bristol city centre. Close to a hotel, shops and flats."
-1.6468779999999998,52.821815,Burton-on-Trent Horninglow [AQ],DE,"54 Carlton St, Burton-on-Trent DE13 0TF, UK",UKA00652,GB1094A,,Background Urban,West Midlands,01/02/2018,,52.82105,-1.635718,324897.0,424646.0,46.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,
-2.299201,53.552083,Bury Whitefield Roadside [AQ],M,"52 Hampstead Dr, Whitefield, Manchester M45 7YA, UK",UKA00598,GB1040A,,Traffic Urban,Greater Manchester Urban Area,11/07/2014,24/10/2018,53.559029,-2.293772,406974.42,380637.36,102.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained air conditioned mobile unit within the fenced grounds of St Bernadettes Roman Catholic Primary School, on the road side of A56 -Manchester road. The surrounding area comprises residential houses, in an urban environment."
-3.205782,55.862281,Bush Estate [AQ],EH,"2 New Woodside, Penicuik EH26 0PQ, UK",UKA00128,GB0033R,GB0033R,Background Rural,Central Scotland,01/04/1986,05/01/2016,55.862281,-3.205782,663890.62,324629.04,180.0,Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); National Ammonia Monitoring Network; UKEAP - Rural NO2 (NO2-Net); Weekly Rural SO2,Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located within a self-contained, air conditioned housing located within the grounds of the Institute of Terrestrial Ecology some 10 kilometres south of the centre of Edinburgh. The nearest road is a quiet rural road approximately 50 metres north of the station. The A702 is approximately 450 metres west of the site. The surrounding area is generally open with trees located within the vicinity approximately 40 metres from the monitoring station. "
-0.124456,52.20237,Cambridge Roadside [AQ],SG,"Hardwicke Rd, Sandy SG19 3BJ, UK",UKA00396,GB0726A,,Traffic Urban,Eastern,26/06/1999,,52.20237,0.124456,258142.42,545279.43,19.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,The monitoring station is contained within the first floor offices of the City Council on Regent Street. The road is a busy urban street which leads traffic directly to the city centre shopping area.
-0.175269,51.54421,Camden Kerbside [AQ],NW,"21 Finchley Rd, London NW6, UK",UKA00259,GB0636A,,Traffic Urban,Greater London Urban Area,16/05/1996,18/02/2009,51.54421,-0.175269,184390.33,526632.53,50.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure,"The monitoring station is located in a self contained, air conditioned cabin on the north side of the Swiss Cottage Junction. The site is at the southern end of a broad street canyon, the road is often congested. Pedestrian traffic is also high. The surrounding area mainly consists of shops and offices. The site is part of the London Air Quality Network and is owned and funded by the London Borough of Camden."
-2.0245318,52.6899863,Cannock A5190 Roadside [AQ],WS,"5 Church St, Cannock WS11 1DQ, UK",UKA00623,GB1064A,,Traffic Urban,West Midlands,10/08/2016,,52.687298,-1.980821,309956.61,401393.54,182.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Junction with Newlands Lane, Cannock"
1.098061,51.27399000000001,Canterbury [AQ],CT,"11 Best Ln, Canterbury CT1 2AU, UK",UKA00424,GB0737A,,Background Urban,South East,02/01/2001,30/09/2007,51.273990000000005,1.098061,157319.12,616186.92,35.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,The monitoring station is located within a self contained housing located at the western edge of a large Technology School in a suburb of Canterbury. The surrounding area is open with residential dwellings and a railway line. The nearest road is a minor road approximately 20 metres away. Thie site is approximately 1.5 kilometres form the centre of Canterbury.
-3.1746303,51.4809229,Cardiff Centre [AQ],CF,"7 Bridge St, Cardiff CF10 2EF, UK",UKA00217,GB0580A,,Background Urban,Cardiff Urban Area,12/05/1992,10/09/2007,51.48178,-3.17625,176525.75,318416.22,12.0,Automatic Hydrocarbon Monitoring Network; Automatic Urban and Rural Network (AURN); UK Black Carbon Network,Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; Carbon monoxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure,"The monitoring station is located within a self-contained, air-conditioned housing located within a pedestrianised area. The nearest road, the A4161 North Road is approximately 200 metres to the west of the station and is subject to periodic congestion during peak periods. The surrounding area comprises retail and business premises."
-3.1400743,51.50080420000001,Cardiff Newport Road [AQ],CF,"Newport Rd, Cardiff CF3 4FA, UK",UKA00653,GB1095A,,Traffic Urban,Cardiff Urban Area,01/04/2018,,51.49096,-3.152305,177520.0,320095.0,8.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,
-2.945307,54.894834,Carlisle Roadside [AQ],CA,"Sainsbury's, Carlisle CA2 5TR, UK",UKA00526,GB0925A,,Traffic Urban,North West & Merseyside,14/02/2008,20/11/2018,54.894833999999996,-2.945307,555975.97,339469.19,11.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located within a self-contained, air-conditioned housing on the south side of the A595 Castle Way. The surrounding area is open, with residential dwellings and light industrial activities. "
-2.6723790000000003,51.058186,Charlton Mackrell [AQ],TA,"Wenlock Cottage, Ilchester Rd, Charlton Mackrell, Somerton TA11 6AB, UK",UKA00537,GB0957A,GB0053R,Background Rural,South West,03/09/2008,,51.05625,-2.68345,128767.68,352195.88,54.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located within a self contained, air conditioned housing within an open field. The current location is approximately 500 metres west of the original (Somerton) location. The nearest road is approximately 500 metres and is a quiet rural lane.  "
0.54797,51.374264,Chatham Roadside [AQ],ME,"St Augustines Church, Chatham, Gillingham ME5 7EJ, UK",UKA00553,GB1007A,,Traffic Urban,South East,25/03/2010,10/11/2016,51.374264000000004,0.54797,166992.84,577436.75,80.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained, air-conditioned housing located inside school grounds on Rainham Road (A2). The surrounding area is urban residential."
-2.6735695,51.6416914,Chepstow A48 [AQ],NP,"10 Nelson St, Chepstow NP16, UK",UKA00515,GB0921A,,Traffic Urban,South Wales,01/01/2008,09/08/2018,51.638094,-2.678731,193472.64,353125.5,67.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,The monitoring station is located within a self contained air conditioned housing on the north side of the A48 Newport Road at the junction with Hardwick Hill Lane. The surrounding area is open with residential dwellings. 
-1.4593691,53.2465769,Chesterfield Loundsley Green [AQ],S,"Ettrick Close, Chesterfield S40 4LT, UK",UKA00604,GB1046A,,Background Urban,East Midlands,01/03/2015,20/06/2019,53.244131,-1.4549459999999999,372039.0,436470.0,98.0,Automatic Urban and Rural Network (AURN); Heavy Metals Network,Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained air conditioned mobile unit within the grounds of Loundsley Green Park. The nearest road is Pennine road, 15 m distant to the south. The site is located in the Northwest outskirts of Chesterfield city centre. The surrounding area comprises residential houses and green areas. The closest highly dense roads are B6150, which lies approx. 450 m to the North, and Ashgate road, 490 m to the west."
-1.456944,53.231722,Chesterfield Roadside [AQ],S,"461 Chatsworth Rd, Chesterfield S40 3AD, UK",UKA00529,GB0928A,,Traffic Urban,East Midlands,11/03/2008,20/06/2019,53.231722,-1.456944,370657.99,436347.52,96.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located within a self-contained air conditioned housing adjacent to property number 461, Chatsworth Road (A619). The surrounding area is predominantly residential with commercial/light industrial properties 400 metres to the east."
-1.4385755,51.14550139999999,Chilbolton Observatory [AQ],SO,"Unnamed Road, Stockbridge SO20 6AD, UK",UKA00614,GB1055R,GB1055R,Background Rural,South East,11/01/2016,24/07/2018,51.149617,-1.438228,139078.44,439389.91,78.0,Acid Gas and Aerosol Network; Automatic Hydrocarbon Monitoring Network; Automatic Urban and Rural Network (AURN); Daily rainfall EMEP; Heavy Metals Network; MARGA network; National Ammonia Monitoring Network; PAH Deposition; PAH Digitel (solid phase); Particulates; TEKRAN (Mercury) Network; UK Black Carbon Network; UKEAP - Rural NO2 (NO2-Net); Weekly rainfall (LOW),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; Wind Direction; Wind Speed,"The monitoring station is located approximately 200m SE from the outskirts of Chilbolton Village, in arable farmland."
-1.7920987000000002,50.7397844,Christchurch Barrack Road [AQ],BH,"107 Barrack Rd, Christchurch BH23 2AL, UK",UKA00624,GB1065A,,Traffic Urban,Bournemouth Urban Area,01/09/2016,,50.735454,-1.780888,92894.01,415559.03,3.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Roadside monitoring station beside a dual carriageway section of the A35 as it passes through Christchurch, Dorset."
-1.5664579,52.424481,Coventry Allesley [AQ],CV,"138-140 Birmingham Rd, Allesley, Coventry CV5 9HA, UK",UKA00592,GB1034A,,Background Urban,Coventry/Bedworth,11/06/2014,28/05/2019,52.411563,-1.5602280000000002,279375.5,430010.74,98.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained air conditioned mobile unit located within the grounds of Allesley Park, in the roadside of Buckingham Rise Road. The site is located at approximately 3.4 km west of Coventry's city centre. The surrounding area is mainly open land with the nearest trees occurring within a distance of 45 meters. The nearest major road is the A45, which lies approximately 75 meters to the west."
-1.466583,52.4059862,Coventry Binley Road [AQ],CV,"Bromleigh Drive, Coventry CV2 5LY, UK",UKA00634,GB1075A,,Traffic Urban,Coventry/Bedworth,01/04/2017,11/09/2018,52.407708,-1.490082,278978.01,434785.14,82.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Roadside monitoring station in parkland beside Binley Road, a major route in and out of Coventry city centre."
-3.0317889,51.64965460000001,Cwmbran [AQ],NP,"37 Melbourne Ct, Cwmbran NP44 3ES, UK",UKA00436,GB0744A,,Background Urban,South Wales,20/07/2001,15/10/2007,51.6538,-3.0069529999999998,195481.48,330435.61,71.0,Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network,Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located within a self contained mobile unit within playing fields adjacent to school buildings. The nearest road, the residential access road Turnpike Drive is approximately 200 metres to the east of the station. The surrounding area is urban / semi-rural environment with undulating topography of a valley basin."
-1.4746636999999998,52.9264471,Derby St Alkmund's Way [AQ],DE,"St Alkmund's Way, Derby DE1, UK",UKA00630,GB1071A,,Traffic Urban,East Midlands,01/01/2017,,52.922982999999995,-1.469507,336305.97,435763.02,51.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Roadside monitoring station at the edge of Bass's Recreation Ground, beside St Alkmund's Way (a multi-lane section of the A52 which forms part of Derbyâ€™s ring road)."
-7.337312599999999,55.0026809,Derry Rosemount [AQ],BT,"3 The Village, Londonderry BT48 0JG, UK",UKA00619,GB1060A,,Background Urban,Northern Ireland,21/03/2016,,55.002818000000005,-7.331179,580589.97,59252.77,54.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure,"An urban background monitoring station in parkland, surrounded by residential areas."
-1.635757,53.6932747,Dewsbury Ashworth Grove [AQ],WF,"36 Ashworth Rd, Dewsbury WF13 2NJ, UK",UKA00654,GB1096A,,Background Urban,West Yorkshire Urban Area,01/04/2018,,53.693104000000005,-1.637111,421912.0,424060.0,69.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,
-1.13866,53.5144731,Doncaster A630 Cleveland Street [AQ],DN,"37511 Kelham St, Doncaster DN1 3QU, UK",UKA00612,GB1054A,,Traffic Urban,Yorkshire & Humberside,07/05/2015,,53.518240000000006,-1.1380569999999999,402746.57,457248.75,15.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,Roadside monitoring station beside the dual carriageway A630 through Doncaster. Close to blocks of flats.
-4.55973,55.943197,Dumbarton Roadside [AQ],G,"St Patricks Church Hall, Dumbarton G82 1BA, UK",UKA00555,GB1008A,,Traffic Urban,Central Scotland,01/09/2010,,55.943197,-4.55973,675198.79,240234.67,3.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained, air-conditioned housing located on Glasgow Road near the junction of Leven Street.  . The surrounding area is open with mixed commercial/light industrial and residential areas."
-3.60512,55.070859,Dumfries [AQ],DG,"3 Montague St, Dumfries DG1 1HE, UK",UKA00428,GB0740A,,Traffic Urban,Scottish Borders,01/03/2001,27/03/2008,55.070032999999995,-3.614233,576254.03,297019.53,10.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located in the basement of the council offices, with the sample manifold on an outside mounting near to the main entrance. The sample inlet is 5 metres from Buccleuch Street (A780), a busy ring road round the centre of town 50 metres west of traffic lights. Buccleuch Street contains tall buildings on either side of road, generating a street canyon effect. The site is adjacent to a bus stop."
-2.9576596,56.4804488,Dundee Mains Loan [AQ],DD,"59A Mains Loan, Dundee DD4 7DD, UK",UKA00643,GB1085A,,Background Urban,North East Scotland,01/10/2017,,56.475434,-2.959861,731892.31,340970.55,84.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"Urban background monitoring station by sports fields, near the Dundee International Sports Centre. Open surroundings, nearest major road 120 m from the monitoring site."
-0.2687703,51.5149208,Ealing Horn Lane [AQ],W,"162-164 Horn Ln, London W3 6PH, UK",UKA00591,GB1033A,,Traffic Urban,Greater London Urban Area,21/05/2014,29/01/2019,51.51895,-0.265617,181428.88,520434.38,30.0,Automatic Urban and Rural Network (AURN),PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained air conditioned mobile unit along the roadside of Noel Road Horn Lane, 1 km west of Wormwood Scrubs Park. The surrounding area comprises residential houses, and shops, in an urban environment. Acton Main Line railway station lies approx. 200 meters to the southwest and the major trunk road A40, 210 meters to the east."
0.29047199999999995,50.768035,Eastbourne [AQ],BN,"189-247 B2106, Eastbourne BN21 3PL, UK",UKA00546,GB1005A,,Background Urban,South East,01/07/2009,14/01/2019,50.805778000000004,0.271611,103150.43,560155.21,7.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within a self-contained, air-conditioned housing located behind the Willingdon Trees Community Centre at the junction of Holly Place and Maywood Avenue. The surrounding area comprises of low level housing and open parkland. The monitoring station is approximately 700 metres from the A22 and 4 kilometres from the coast."
-3.1845747,55.9455007,Edinburgh Nicolson Street [AQ],EH,"56 Nicolson St, Edinburgh EH8 9DT, UK",UKA00649,GB1091A,,Traffic Urban,Edinburgh Urban Area,01/12/2017,,55.944759999999995,-3.183991,673046.0,326150.0,85.0,Automatic Urban and Rural Network (AURN),Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The site is 27.5m from the junction with West Nicolson Street, measured to the traffic light stop point."
-3.1790646,55.942928,Edinburgh St Leonards [AQ],EH,"4 St Leonard's Ln, Edinburgh EH8 9SD, UK",UKA00454,GB0839A,,Background Urban,Edinburgh Urban Area,01/01/2003,26/07/2019,55.945589,-3.182186,673136.49,326264.3,81.0,Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); National Ammonia Monitoring Network; Non-Automatic Hydrocarbon Network; PAH Andersen; PAH Digitel (solid phase); UK Black Carbon Network,Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; Carbon monoxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located within a self contained air conditioned housing located within a small park area. The park is adjacent to a medical centre car park which is located in the south side of Edinburgh. The nearest main road, Pleasance is approximately 35 metres away. It is a busy main road running into the city centre and out to the A7 South of Edinburgh."
-3.1757396,55.2677887,Eskdalemuir [AQ],DG,"Clerkhill, Eskdalemuir, Langholm DG13 0QH, UK",UKA00130,GB0002R,GB0002R,Background Rural,Scottish Borders,23/04/1986,,55.31531,-3.206111,603021.74,323550.97,255.0,Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); Daily Rainfall Bulk; Daily rainfall WOC; Heavy Metals Network; National Ammonia Monitoring Network; UKEAP - Rural NO2 (NO2-Net); Weekly rainfall (LOW),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is located in a self-contained, air-conditioned housing located in a rural setting. The nearest road, the B709, is 300 metres to the east of the monitoring station with very low traffic flow. Trees provide the nearest obstruction approximately 150 metres away to the south. The surrounding area is open and rural."
-3.532465,50.72508300000001,Exeter Roadside [AQ],EX,"20 Queen St, Exeter EX4 3SN, UK",UKA00263,GB0640A,,Traffic Urban,South West,02/07/1996,30/09/2007,50.725083000000005,-3.532465,92838.2,291929.04,43.0,Automatic Urban and Rural Network (AURN),Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature,"The monitoring station is within the basement of the existing museum building located at the kerbside near of a busy urban street, Queen Street. Queen Street is a single-carriageway road with high buildings on either side. The surrounding area is urban in nature and comprises of retail and business premises."
